Nomor Asset Utama;Profit Center;Profit Center Text;Cost Center Baru;Deskripsi Cost Center Baru;Nama Cabang/Kawasan;Kode Plant;Periode/Bulan;Tahun Buku;Nomor Asset Asal;Nomor Asset;Sub-number;GL Account Aset;Asset Class;Asset Class Name;Deskripsi Kelompok Aset;Deskripsi Status Aset Tetap;Asset Main No. Text;Akuisisi;Keterangan Asset;Tgl Akusisi;Tgl Perolehan;Tgl Mulai Penyusutan;Masa Manfaat;Sisa Manfaat Aset;Nilai Perolehan Awal Tahun;Nilai Residu %;Nilai Residu Rp;Nilai Perolehan s.d Tahun Berjalan;Adjusment Nilai Perolehan;Nilai Buku Awal Tahun;Nilai Buku s.d Tahun Berjalan;Penyusutan/Bulan;Penyusutan s.d Bulan Berjalan;Penyusutan Tahun Lalu;Penyusutan/Tahun;Akumulasi Penyusutan Tahun Lalu;Adjusment Akm Penyusutan;Penghapusan;Asset Shutdown;Akumulasi Penyusutan;Additional Description;Serial number;Alamat;GL Account Exp. Depre.
120401000062-0;12201;REGION JATIM;1220105511;SubDiv of Prprty&Oth;Sub Regional Jawa Timur;1020;12;2025;;120401000062;0;1204010000;120401;PI - Tanah;Tanah Daratan;Aset Tetap Pemilikan Langsung;B;0;Tanah HPL Nmr: 1/K (GS:5728/1998) Luas : 37.550 M2;31/12/2017;31/12/2017;31/12/2015;0;0;1;0,00000000000;0;1;0;1;1;0;0;0;0;0;0;0;;0;ND. 287/DKO/XII-2017, PJ.06/58/TPR-2017;;Pencatatan Tanah HPL Nomor : 1/K (GS Nomor: 5728/1998) Luas : 37.550 M2atas temuan Audit KAP;5040101000
120401000063-0;12201;REGION JATIM;1220105511;SubDiv of Prprty&Oth;Sub Regional Jawa Timur;1020;12;2025;;120401000063;0;1204010000;120401;PI - Tanah;Tanah Daratan;Aset Tetap Pemilikan Langsung;B;0;Tanah HPL Nmr: 2/K (GS:5918/1993) Luas : 21.760 M2;31/12/2017;31/12/2017;01/01/2018;0;0;1;0,00000000000;0;1;0;1;1;0;0;0;0;0;0;0;;0;ND. 287/DKO/XII-2017, PJ.06/58/TPR-2017;;Penambahan Tanah HPL Nomor : 2/K (GS Nomor: 5918/1993) Luas : 21.760 M2atas Temuan Audit KAP;5040101000
120401000064-0;12201;REGION JATIM;1220105511;SubDiv of Prprty&Oth;Sub Regional Jawa Timur;1020;12;2025;;120401000064;0;1204010000;120401;PI - Tanah;Tanah Daratan;Aset Tetap Pemilikan Langsung;B;0;Tanah HPL Nmr: 3/K (GS:5919/1993) Luas : 14.000 M2;31/12/2017;31/12/2017;01/01/2018;0;0;1;0,00000000000;0;1;0;1;1;0;0;0;0;0;0;0;;0;ND. 287/DKO/XII-2017, PJ.06/58/TPR-2017;;Penambahan Tanah HPL Nomor : 3/K (GS Nomor: 5919/1993) Luas : 14.000 M2atas Koreksi Audit KAP;5040101000
120401000065-0;12201;REGION JATIM;1220105511;SubDiv of Prprty&Oth;Sub Regional Jawa Timur;1020;12;2025;120501000001;120401000065;0;1204010000;120401;PI - Tanah;Tanah Hak Pengelolaan;Aset Tetap Pemilikan Langsung;B;0;Sertifikat HPL No: 1/K,Tgl 23/09/1998, GS.No. 5726;31/12/1998;18/03/2019;01/04/2019;0;0;426.267.181;0,00000000000;0;426.267.181;0;426.267.181;426.267.181;0;0;0;0;0;0;0;;0;Luas: 1.403.689 M2;;Reklas Aset Tanah ke Properti Investasi seluas 1.403.689 M2 (SertifikatHPL Nomor : 1/K, tgl 23 September 1998, GS.No. 5726 tgl 23 Sept 1988)berdasarkan BA.2185/KU.0301/HOFC-2018 tanggal 28 Desember 2018 tentangTindak Lanjut Pencocokan Aset Tanah & Propert;5040101000
120401000066-0;12201;REGION JATIM;1220105511;SubDiv of Prprty&Oth;Sub Regional Jawa Timur;1020;12;2025;120501000003;120401000066;0;1204010000;120401;PI - Tanah;Tanah Hak Pengelolaan;Aset Tetap Pemilikan Langsung;B;0;Tanah digunakan oleh PT TPS (Reklamasi CY);01/12/1998;18/03/2019;01/04/2019;0;0;12.882.952.373;0,00000000000;0;12.882.952.373;0;12.882.952.373;12.882.952.373;0;0;0;0;0;0;0;;0;Luas: 151.939 M2;;Reklas Aset Tanah ke Properti Investasi seluas 151.939 M2 (Tanahdigunakan oleh PT TPS) berdasarkan BA.2185/KU.0301/HOFC-2018 tanggal 28Desember 2018 tentang Tindak Lanjut Pencocokan Aset Tanah & PropertiInvestasi antara Sub Direktorat Akuntansi  dengan Su;5040101000
120401000067-0;12201;REGION JATIM;1220105511;SubDiv of Prprty&Oth;Sub Regional Jawa Timur;1020;12;2025;120501000008;120401000067;0;1204010000;120401;PI - Tanah;Tanah Daratan;Aset Tetap Pemilikan Langsung;B;0;Tanah digunakan oleh PT WAL;02/01/2012;18/03/2019;01/04/2019;0;0;1;0,00000000000;0;1;0;1;1;0;0;0;0;0;0;0;;0;Luas: 17.409 M2;;Eks Aset Tanah No. 9344 SKB No : 93 tahun 1981KM No : 110/AL 106/PHB.81 tahun 1981 tanggal 29 April 1981Tanah digunakan oleh PT WALLuas : 17.409 M2Reklas Aset Tanah ke Properti Investasi seluas 17.409 M2 (Tanahdigunakan oleh PT WAL) berdasarkan BA.2185/KU;5040101000
120401000068-0;12201;REGION JATIM;1220105511;SubDiv of Prprty&Oth;Sub Regional Jawa Timur;1020;12;2025;120501000007;120401000068;0;1204010000;120401;PI - Tanah;Tanah Daratan;Aset Tetap Pemilikan Langsung;B;0;Tanah digunakan oleh PT AKR (TNU);02/01/2012;18/03/2019;01/04/2019;0;0;1;0,00000000000;0;1;0;1;1;0;0;0;0;0;0;0;;0;Luas: 25.483 M2;;Tanah digunakan oleh PT AKR (TNU)Luas 25.483,23 M2 status tanah disewakan pihak ketigaReklas Aset Tanah ke Properti Investasi seluas 25.483 M2 (Tanahdigunakan oleh PT AKR (TNU)) berdasarkan BA.2185/KU.0301/HOFC-2018tanggal 28 Desember 2018 tentang TindakP;5040101000
120401000069-0;12201;REGION JATIM;1220105511;SubDiv of Prprty&Oth;Sub Regional Jawa Timur;1020;12;2025;120501000005;120401000069;0;1204010000;120401;PI - Tanah;Tanah Hak Pengelolaan;Aset Tetap Pemilikan Langsung;B;0;Tanah Luas 79.085 M2 area Greges (PT Greges Jaya);31/12/2003;18/03/2019;01/04/2019;0;0;2.607.870.000;0,00000000000;0;2.607.870.000;0;2.607.870.000;2.607.870.000;0;0;0;0;0;0;0;;0;;;;5040101000
120401000070-0;12211;TG TEMBAGA;1221102511;Properti;Terminal Tanjung Tembaga;1041;12;2025;120501000034;120401000070;0;1204010000;120401;PI - Tanah;Tanah Hak Pengelolaan;Aset Tetap Pemilikan Langsung;B;0;Sertifikat HPL Pelabuhan Luas 42.069 M2;29/06/2010;19/03/2019;01/04/2019;0;0;569.725.403;0,00000000000;0;569.725.403;0;569.725.403;569.725.403;0;0;0;0;0;0;0;;0;Sertifikat HPL No 2 Kel. Mayangan Tgl 8 Juni 2010;;Reklas Aset Tanah ke Properti Investasi seluas 42.069 M2 (Sertifikat HPLNomor 2 Kel. Mayangan Probolinggo Tanggal 18 Juni 2010) berdasarkanBA.2185/KU.0301/HOFC-2018 tanggal 28 Desember 2018 tentang Tindak LanjutPencocokan Aset Tanah & Properti Investasi a;5040101000
120401000071-0;12211;TG TEMBAGA;1221102511;Properti;Terminal Tanjung Tembaga;1041;12;2025;120501000028;120401000071;0;1204010000;120401;PI - Tanah;Tanah Guna Bangunan;Aset Tetap Pemilikan Langsung;B;0;Tanah Perumahan Luas 550 M2;31/12/1998;19/03/2019;01/04/2019;0;0;585.029;0,00000000000;0;585.029;0;585.029;585.029;0;0;0;0;0;0;0;;0;Sertifikat Hak Pakai No 7 Kel Kanigaran Probolingo;;Reklas Aset Tanah ke Properti Investasi seluas 550 M2 (Sertifikat HakPakai No 7 Kel. Kanigaran Probolinggo) berdasarkanBA.2185/KU.0301/HOFC-2018 tanggal 28 Desember 2018 tentang Tindak LanjutPencocokan Aset Tanah & Properti Investasi antara Sub Direktorat;5040101000
120401000072-0;12211;TG TEMBAGA;1221102511;Properti;Terminal Tanjung Tembaga;1041;12;2025;120501000036;120401000072;0;1204010000;120401;PI - Tanah;Tanah Hak Pengelolaan;Aset Tetap Pemilikan Langsung;B;0;Tanah Luas 51.179 M2;01/01/1968;19/03/2019;01/04/2019;0;0;73.337.855;0,00000000000;0;73.337.855;0;73.337.855;73.337.855;0;0;0;0;0;0;0;;0;Sertifikat HPL No 1 Kel Kilensari Tgl 28 Des 1999;;Reklas Aset Tanah ke Properti Investasi seluas 51.179 M2 (Sertifikat HPLNomor 1 Kel. Kilensari Kec. Panarukan Situbondo Tanggal 28 Desember1999) berdasarkan BA.2185/KU.0301/HOFC-2018 tanggal 28 Desember 2018tentang Tindak Lanjut Pencocokan Aset Tanah & Pr;5040101000
120401000073-0;12211;TG TEMBAGA;1221102511;Properti;Terminal Tanjung Tembaga;1041;12;2025;120501000030;120401000073;0;1204010000;120401;PI - Tanah;Tanah Hak Pengelolaan;Aset Tetap Pemilikan Langsung;B;0;Tanah Pelabuhan Luas 13.708 M2;01/01/1920;19/03/2019;01/04/2019;0;0;49.457.406;0,00000000000;0;49.457.406;0;49.457.406;49.457.406;0;0;0;0;0;0;0;;0;Sertifikat HPL No 1 Kel. Mandarrejo Tgl 17/12/1994;;Reklas Aset Tanah ke Properti Investasi seluas 13.708 M2 (Sertifikat HPLNomor 1 Kel. Mandarrejo Pasuruan Tanggal 17 Desember 1994) berdasarkanBA.2185/KU.0301/HOFC-2018 tanggal 28 Desember 2018 tentang Tindak LanjutPencocokan Aset Tanah & Properti Investas;5040101000
120401000074-0;12211;TG TEMBAGA;1221102511;Properti;Terminal Tanjung Tembaga;1041;12;2025;120501000030;120401000074;0;1204010000;120401;PI - Tanah;Tanah Hak Pengelolaan;Aset Tetap Pemilikan Langsung;B;0;Tanah Pelabuhan Luas 12.756 M2;01/01/1920;19/03/2019;01/04/2019;0;0;46.020.860;0,00000000000;0;46.020.860;0;46.020.860;46.020.860;0;0;0;0;0;0;0;;0;Sertifikat HPL Nomor 2 Kel Mayangan Tgl 17/12/1994;;;5040101000
120401000075-0;12211;TG TEMBAGA;1221102511;Properti;Terminal Tanjung Tembaga;1041;12;2025;120501000030;120401000075;0;1204010000;120401;PI - Tanah;Tanah Hak Pengelolaan;Aset Tetap Pemilikan Langsung;B;0;Tanah Pelabuhan Luas 33.270 M2;01/01/1920;19/03/2019;01/04/2019;0;0;120.035.593;0,00000000000;0;120.035.593;0;120.035.593;120.035.593;0;0;0;0;0;0;0;;0;Sertifikat HPL No 1 Kel Ngemplakrejo Tgl 17/12/'94;;Reklas Aset Tanah ke Properti Investasi seluas 33.270 M2 (Sertifikat HPLNomor 1 Kel. Ngemplakrejo Pasuruan Tanggal 17 Desember 1994) berdasarkanBA.2185/KU.0301/HOFC-2018 tanggal 28 Desember 2018 tentang Tindak LanjutPencocokan Aset Tanah & Properti Invest;5040101000
120401000076-0;12209;GRESIK;1220902511;Properti;Terminal Gresik;1031;12;2025;120501000013;120401000076;0;1204010000;120401;PI - Tanah;Tanah Hak Pengelolaan;Aset Tetap Pemilikan Langsung;B;0;Tanah Pelabuhan Luas 58.238 M2;31/12/1998;20/03/2019;01/04/2019;0;0;92.892.451;0,00000000000;0;92.892.451;0;92.892.451;92.892.451;0;0;0;0;0;0;0;;0;Sertifikat HPL No.02 Tgl.08-01-98;;Reklas Aset Tanah ke Properti Investasi seluas 58.238 M2 (Sertifikat HPLNo.02 Tgl.08-01-98) berdasarkan BA.2185/KU.0301/HOFC-2018 tanggal 28Desember 2018 tentang Tindak Lanjut Pencocokan Aset Tanah & PropertiInvestasi antara Sub Direktorat Akuntansi  deng;5040101000
120401000077-0;12209;GRESIK;1220902111;Pelayanan Operasi;Terminal Gresik;1031;12;2025;120501000014;120401000077;0;1204010000;120401;PI - Tanah;Tanah Hak Pengelolaan;Aset Tetap Pemilikan Langsung;B;0;Tanah Pelabuhan Luas 68.280 M2;31/12/1998;20/03/2019;01/04/2019;0;0;108.909.930;0,00000000000;0;108.909.930;0;108.909.930;108.909.930;0;0;0;0;0;0;0;;0;Sertifikat HPL No.03 Tgl.08-01-98;;Reklas Aset Tanah ke Properti Investasi seluas 68.280 M2 (Sertifikat HPLNo.03 Tgl.08-01-98) berdasarkan BA.2185/KU.0301/HOFC-2018 tanggal 28Desember 2018 tentang Tindak Lanjut Pencocokan Aset Tanah & PropertiInvestasi antara Sub Direktorat Akuntansi  deng;5040101000
120401000078-0;12209;GRESIK;1220902511;Properti;Terminal Gresik;1031;12;2025;120501000024;120401000078;0;1204010000;120401;PI - Tanah;Tanah Hak Pengelolaan;Aset Tetap Pemilikan Langsung;B;0;Tanah Pelabuhan Luas 20.878 M2;31/12/1998;20/03/2019;01/04/2019;0;0;33.301.428;0,00000000000;0;33.301.428;0;33.301.428;33.301.428;0;0;0;0;0;0;0;;0;Sertifikat HPL No.04 Tgl.08-01-98;;Reklas Aset Tanah ke Properti Investasi seluas 20.878 M2 (Sertifikat HPLNo.04 Tgl.08-01-98) berdasarkan BA.2185/KU.0301/HOFC-2018 tanggal 28Desember 2018 tentang Tindak Lanjut Pencocokan Aset Tanah & PropertiInvestasi antara Sub Direktorat Akuntansi  deng;5040101000
120401000079-0;12209;GRESIK;1220902511;Properti;Terminal Gresik;1031;12;2025;120501000015;120401000079;0;1204010000;120401;PI - Tanah;Tanah Hak Pengelolaan;Aset Tetap Pemilikan Langsung;B;0;Tanah Pelabuhan Luas 60.530 M2;31/12/1998;20/03/2019;01/04/2019;0;0;96.548.302;0,00000000000;0;96.548.302;0;96.548.302;96.548.302;0;0;0;0;0;0;0;;0;Sertifikat HPL No.05 Tgl.08-01-98;;Reklas Aset Tanah ke Properti Investasi seluas 60.530 M2 (Sertifikat HPLNo.05 Tgl.08-01-98) berdasarkan BA.2185/KU.0301/HOFC-2018 tanggal 28Desember 2018 tentang Tindak Lanjut Pencocokan Aset Tanah & PropertiInvestasi antara Sub Direktorat Akuntansi  deng;5040101000
120401000080-0;12209;GRESIK;1220902511;Properti;Terminal Gresik;1031;12;2025;120501000023;120401000080;0;1204010000;120401;PI - Tanah;Tanah Hak Pengelolaan;Aset Tetap Pemilikan Langsung;B;0;Tanah Pelabuhan Luas 3.620 M2;01/01/1964;20/03/2019;01/04/2019;0;0;5.774.715;0,00000000000;0;5.774.715;0;5.774.715;5.774.715;0;0;0;0;0;0;0;;0;Sertifikat HPL No.07 Tgl.08-01-98;;Reklas Aset Tanah ke Properti Investasi seluas 3.620 M2 (Sertifikat HPLNo.07 Tgl.08-01-98) berdasarkan BA.2185/KU.0301/HOFC-2018 tanggal 28Desember 2018 tentang Tindak Lanjut Pencocokan Aset Tanah & PropertiInvestasi antara Sub Direktorat Akuntansi  denga;5040101000
120401000081-0;12209;GRESIK;1220902511;Properti;Terminal Gresik;1031;12;2025;120501000016;120401000081;0;1204010000;120401;PI - Tanah;Tanah Hak Pengelolaan;Aset Tetap Pemilikan Langsung;B;0;Tanah Pelabuhan Luas 280.287 M2;31/12/1998;20/03/2019;01/04/2019;0;0;498.372.989;0,00000000000;0;498.372.989;0;498.372.989;498.372.989;0;0;0;0;0;0;0;;0;Sertifikat HPL No.08 Tgl.08-01-98;;Reklas Aset Tanah ke Properti Investasi seluas 147.287 M2 (SertifikatHPL No.08 Tgl.08-01-98) berdasarkan BA.2185/KU.0301/HOFC-2018 tanggal 28Desember 2018 tentang Tindak Lanjut Pencocokan Aset Tanah & PropertiInvestasi antara Sub Direktorat Akuntansi  den;5040101000
120401000083-0;12209;GRESIK;1220902511;Properti;Terminal Gresik;1031;12;2025;120501000053;120401000083;0;1204010000;120401;PI - Tanah;Tanah Hak Pengelolaan;Aset Tetap Pemilikan Langsung;B;0;Tanah Pelabuhan Luas 749 M2;31/12/1998;20/03/2019;01/04/2019;0;0;56.815;0,00000000000;0;56.815;0;56.815;56.815;0;0;0;0;0;0;0;;0;Sertifikat HPL No. 2 Tgl.17-10-1995;;Reklas Aset Tanah ke Properti Investasi seluas 749 M2 (Sertifikat HPLNo. 2 Tgl.17-10-1995) berdasarkan BA.2185/KU.0301/HOFC-2018 tanggal 28Desember 2018 tentang Tindak Lanjut Pencocokan Aset Tanah & PropertiInvestasi antara Sub Direktorat Akuntansi  denga;5040101000
120401000084-0;12209;GRESIK;1220902511;Properti;Terminal Gresik;1031;12;2025;120501000054;120401000084;0;1204010000;120401;PI - Tanah;Tanah Hak Pengelolaan;Aset Tetap Pemilikan Langsung;B;0;Tanah Luas 1.690 M2;31/12/1998;20/03/2019;01/04/2019;0;0;89.115;0,00000000000;0;89.115;0;89.115;89.115;0;0;0;0;0;0;0;;0;HPL No. 01 Tgl.10-17-1995;;Reklas Aset Tanah ke Properti Investasi seluas 1.690 M2 (HPL No. 01Tgl.10-17-1995) berdasarkan BA.2185/KU.0301/HOFC-2018 tanggal 28Desember 2018 tentang Tindak Lanjut Pencocokan Aset Tanah & PropertiInvestasi antara Sub Direktorat Akuntansi  dengan Sub Di;5040101000
120401000085-0;12209;GRESIK;1220902511;Properti;Terminal Gresik;1031;12;2025;120501000048;120401000085;0;1204010000;120401;PI - Tanah;Tanah Hak Pengelolaan;Aset Tetap Pemilikan Langsung;B;0;Tanah Luas 11.560 M2;01/01/1982;20/03/2019;01/04/2019;0;0;50.943;0,00000000000;0;50.943;0;50.943;50.943;0;0;0;0;0;0;0;;0;HPL No. 01 Tgl.09-01-1996;;Reklas Aset Tanah ke Properti Investasi seluas 11.560 M2 (HPL No. 01Tgl.09-01-1996) berdasarkan BA.2185/KU.0301/HOFC-2018 tanggal 28Desember 2018 tentang Tindak Lanjut Pencocokan Aset Tanah & PropertiInvestasi antara Sub Direktorat Akuntansi  dengan Sub D;5040101000
120401000086-0;12209;GRESIK;1220902511;Properti;Terminal Gresik;1031;12;2025;120501000048;120401000086;0;1204010000;120401;PI - Tanah;Tanah Hak Pengelolaan;Aset Tetap Pemilikan Langsung;B;0;Tanah Luas 8.880 M2;01/01/1982;20/03/2019;01/04/2019;0;0;39.132;0,00000000000;0;39.132;0;39.132;39.132;0;0;0;0;0;0;0;;0;HPL No. 01 Tgl.01-10-1996;;Reklas Aset Tanah ke Properti Investasi seluas 8.880 M2 (HPL No. 01Tgl.01-10-1996) berdasarkan BA.2185/KU.0301/HOFC-2018 tanggal 28Desember 2018 tentang Tindak Lanjut Pencocokan Aset Tanah & PropertiInvestasi antara Sub Direktorat Akuntansi  dengan Sub Di;5040101000
120401000087-0;12302;TANJUNG EMAS;1230204711;Umum dan Teknik;Terminal Tanjung Emas;1061;12;2025;120401000016;120401000087;0;1204010000;120401;PI - Tanah;Tanah Hak Pengelolaan;Aset Tetap Pemilikan Langsung;B;0;Tanah Daerah Pelabuhan Luas 121.052 M2;31/12/1998;21/03/2019;01/04/2019;0;0;28.304.400;0,00000000000;0;28.304.400;0;28.304.400;28.304.400;0;0;0;0;0;0;0;;0;Sertipikat HPL No 3/Bandarharjo;;Reklas atas Sertipikat HPL No 2/Bandarharjo berdasarkanBA.2185/KU.0301/HOFC-2018 tanggal 28 Desember 2018 tentang Tindak Lanjut Pencocokan Aset Tanah & Properti Investasi antara Sub DirektoratAkuntansi  dengan Sub Direktorat Pengembangan BisnisNomor aset-;5040101000
120401000088-0;12302;TANJUNG EMAS;1230204711;Umum dan Teknik;Terminal Tanjung Emas;1061;12;2025;120401000017;120401000088;0;1204010000;120401;PI - Tanah;Tanah Hak Pengelolaan;Aset Tetap Pemilikan Langsung;B;0;Tanah Daerah Pelabuhan Luas 1.278.981 M2;01/01/1985;21/03/2019;01/04/2019;0;0;167.970.840;0,00000000000;0;167.970.840;0;167.970.840;167.970.840;0;0;0;0;0;0;0;;0;Sertipikat HPL No 1/Rejomulyo tgl 19 September 19;;Reklas Nomor Aset 120401000017 berdasarkan BA.2185/KU.0301/HOFC-2018tanggal 28 Desember 2018 tentang Tindak Lanjut Pencocokan Aset Tanah &Properti Investasi antara Sub Direktorat Akuntansi  dengan SubDirektorat Pengembangan Bisnis (dipecah sesuai sertifik;5040101000
120401000089-0;12303;TEGAL;1230301111;Gm Tegal;Terminal Tegal;1062;12;2025;120501000100;120401000089;0;1204010000;120401;PI - Tanah;Tanah Hak Pengelolaan;Aset Tetap Pemilikan Langsung;B;0;Tanah Tambak (Disewa Penduduk) Luas 2.436 M2;31/12/1998;22/03/2019;01/04/2019;0;0;1.370.856;0,00000000000;0;1.370.856;0;1.370.856;1.370.856;0;0;0;0;0;0;0;;0;Sertifikat HPL No. 9 Tegalsari tgl 19 Juni 1997;;Reklas Aset Tanah ke Properti Investasi seluas 2.436 M2 (Sertifikat HPLNo. 9 Tegalsari tgl 19 Juni 1997) berdasarkan BA.2185/KU.0301/HOFC-2018tanggal 28 Desember 2018 tentang Tindak Lanjut Pencocokan Aset Tanah &Properti Investasi antara Sub Direktorat Ak;5040101000
120401000090-0;12303;TEGAL;1230301111;Gm Tegal;Terminal Tegal;1062;12;2025;120501000101;120401000090;0;1204010000;120401;PI - Tanah;Tanah Hak Pengelolaan;Aset Tetap Pemilikan Langsung;B;0;Tanah Tambak (Disewa Penduduk) Luas 78.443 M2;31/12/1998;22/03/2019;01/04/2019;0;0;1.924.232;0,00000000000;0;1.924.232;0;1.924.232;1.924.232;0;0;0;0;0;0;0;;0;Sertifikat HPL No. 8 Tegalsari tgl 19 Juni 1997;;Reklas Aset Tanah ke Properti Investasi seluas 78.443 M2 ( SertifikatHPL No. 8 Tegalsari tgl 19 Juni 1997) berdasarkanBA.2185/KU.0301/HOFC-2018 tanggal 28 Desember 2018 tentang Tindak LanjutPencocokan Aset Tanah & Properti Investasi antara Sub DirektoratA;5040101000
120401000091-0;12303;TEGAL;1230301111;Gm Tegal;Terminal Tegal;1062;12;2025;120501000091;120401000091;0;1204010000;120401;PI - Tanah;Tanah Hak Pengelolaan;Aset Tetap Pemilikan Langsung;B;0;Tanah Luas 5.619 M2;01/01/1925;22/03/2019;01/04/2019;0;0;168.434;0,00000000000;0;168.434;0;168.434;168.434;0;0;0;0;0;0;0;;0;Sertifikat No. 10 Tegalsari  tgl 19 Juni 1997;;Reklas Aset Tanah ke Properti Investasi seluas 5.619 M2 (Sertifikat No.10 Tegalsari  tgl 19 Juni 1997) berdasarkan BA.2185/KU.0301/HOFC-2018tanggal 28 Desember 2018 tentang Tindak Lanjut Pencocokan Aset Tanah &Properti Investasi antara Sub Direktorat Akun;5040101000
120401000092-0;12303;TEGAL;1230301111;Gm Tegal;Terminal Tegal;1062;12;2025;120501000091;120401000092;0;1204010000;120401;PI - Tanah;Tanah Hak Pengelolaan;Aset Tetap Pemilikan Langsung;B;0;Tanah Luas 1.090 M2;01/01/1925;22/03/2019;01/04/2019;0;0;32.674;0,00000000000;0;32.674;0;32.674;32.674;0;0;0;0;0;0;0;;0;Sertifikat No. 7 Tegalsari  tgl 19 Juni 1997;;Reklas aset nomor 120501000091 ke aset Tanah seluas 1.090 M2 (disewakanke pihak ketiga) sesuai sertifikat  Sertifikat No. 7 Tegalsari  tgl 19Juni 1997 berdasarkan BA.2185/KU.0301/HOFC-2018 tanggal 28 Desember 2018tentang Tindak Lanjut Pencocokan Aset Tana;5040101000
120401000093-0;12303;TEGAL;1230301111;Gm Tegal;Terminal Tegal;1062;12;2025;120501000091;120401000093;0;1204010000;120401;PI - Tanah;Tanah Hak Pengelolaan;Aset Tetap Pemilikan Langsung;B;0;Tanah Luas 36.911 M2;01/01/1925;22/03/2019;01/04/2019;0;0;1.106.421;0,00000000000;0;1.106.421;0;1.106.421;1.106.421;0;0;0;0;0;0;0;;0;Sertifikat HPL No. 11 Tegalsari  tgl 16 Sept 1997;;Reklas aset nomor 120501000091 ke aset Properti Investasi seluas 36.911M2 (disewakan pihak ketiga - Sertifikat HPL No. 11 Tegalsari  tgl 16September 1997) berdasarkan BA.2185/KU.0301/HOFC-2018 tanggal 28Desember 2018 tentang Tindak Lanjut Pencocokan AsetI;5040101000
120401000094-0;12303;TEGAL;1230301111;Gm Tegal;Terminal Tegal;1062;12;2025;120501000091;120401000094;0;1204010000;120401;PI - Tanah;Tanah Hak Pengelolaan;Aset Tetap Pemilikan Langsung;B;0;Tanah Luas 9.468 M2;01/01/1925;22/03/2019;01/04/2019;0;0;283.796;0,00000000000;0;283.796;0;283.796;283.796;0;0;0;0;0;0;0;;0;Sertifikat HPL No. 12 Tegalsari tgl 16 Sept 1997;;Reklas aset nomor 120501000091 ke aset Properti Investasi seluas 9.468M2 (disewakan pihak ketiga - Sertifikat HPL No. 12 Tegalsari tgl 16September 1997) berdasarkan BA.2185/KU.0301/HOFC-2018 tanggal 28Desember 2018 tentang Tindak Lanjut Pencocokan Aset Ta;5040101000
120401000095-0;12303;TEGAL;1230301111;Gm Tegal;Terminal Tegal;1062;12;2025;120501000091;120401000095;0;1204010000;120401;PI - Tanah;Tanah Hak Pengelolaan;Aset Tetap Pemilikan Langsung;B;0;Tanah Luas 3.057 M2;01/01/1925;22/03/2019;01/04/2019;0;0;91.636;0,00000000000;0;91.636;0;91.636;91.636;0;0;0;0;0;0;0;;0;Sertifikat HPL No 2 Tegalsari tgl 27 Nopember '95;;Reklas aset nomor 120501000091 ke aset Properti Investasi seluas 3.057M2 (disewakan pihak ketiga - Sertifikat HPL No. 2 Tegalsari tgl 27Nopember 1995) berdasarkan BA.2185/KU.0301/HOFC-2018 tanggal 28 Desember2018 tentang Tindak Lanjut Pencocokan Aset Tana;5040101000
120401000096-0;12303;TEGAL;1230301111;Gm Tegal;Terminal Tegal;1062;12;2025;120501000094;120401000096;0;1204010000;120401;PI - Tanah;Tanah Hak Pengelolaan;Aset Tetap Pemilikan Langsung;B;0;Tanah Luas 4.727 M2;31/12/1998;22/03/2019;01/04/2019;0;0;2.481.735;0,00000000000;0;2.481.735;0;2.481.735;2.481.735;0;0;0;0;0;0;0;;0;Sertifikat HPL No. 3 Tegalsari tgl 27 Nopember 19;;Reklas Aset Tanah seluas 4.727 M2 (Sertifikat HPL No. 3 Tegalsari tgl 27Nopember 1995) berdasarkan BA.2185/KU.0301/HOFC-2018 tanggal 28 Desember2018 tentang Tindak Lanjut Pencocokan Aset Tanah & Properti Investasiantara Sub Direktorat Akuntansi  dengan Su;5040101000
120401000097-0;12303;TEGAL;1230301111;Gm Tegal;Terminal Tegal;1062;12;2025;120501000096;120401000097;0;1204010000;120401;PI - Tanah;Tanah Hak Pengelolaan;Aset Tetap Pemilikan Langsung;B;0;Tanah Luas 4.169 M2;31/12/1998;22/03/2019;01/04/2019;0;0;2.383.011;0,00000000000;0;2.383.011;0;2.383.011;2.383.011;0;0;0;0;0;0;0;;0;Sertifikat HPL No. 6 Tegalsari tgl 5 Desember 199;;Reklas Aset Tanah seluas 4.169 M2 (Sertifikat HPL No. 6 Tegalsari tgl 5Desember 1995) berdasarkan BA.2185/KU.0301/HOFC-2018 tanggal 28 Desember2018 tentang Tindak Lanjut Pencocokan Aset Tanah & Properti Investasiantara Sub Direktorat Akuntansi  dengan Sub;5040101000
